<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.07.10	16:00:06.422	4101.76	4102.11			6
2026.07.10	16:00:06.522	4101.89	4102.32			6
2026.07.10	16:00:06.621	4101.86	4102.10			6
2026.07.10	16:00:06.672	4101.87	4102.12			6
2026.07.10	16:00:06.722	4101.96	4102.36			6
2026.07.10	16:00:06.774	4101.88	4102.23			6
2026.07.10	16:00:06.922	4102.01	4102.41			6
2026.07.10	16:00:07.124	4101.97	4102.32			6
2026.07.10	16:00:07.176	4101.81	4102.11			6
2026.07.10	16:00:07.225	4101.87	4102.12			6
2026.07.10	16:00:07.325	4102.03	4102.22			6
2026.07.10	16:00:07.376		4102.25			4
2026.07.10	16:00:07.426	4102.12	4102.33			6
2026.07.10	16:00:07.527	4102.30	4102.38			6
2026.07.10	16:00:07.573	4102.41	4102.49			6
2026.07.10	16:00:07.622	4102.58	4102.67			6
2026.07.10	16:00:07.675	4102.68	4102.84			6
2026.07.10	16:00:07.777	4102.62	4102.80			6
2026.07.10	16:00:07.823	4102.53	4102.77			6
2026.07.10	16:00:07.874	4102.62	4102.74			6
2026.07.10	16:00:07.927	4102.50	4102.60			6
2026.07.10	16:00:07.977	4102.43	4102.51			6
2026.07.10	16:00:08.027	4102.36	4102.47			6
2026.07.10	16:00:08.083	4102.38	4102.46			6
2026.07.10	16:00:08.129	4102.48	4102.56			6
2026.07.10	16:00:08.179	4102.60	4102.67			6
2026.07.10	16:00:08.224	4102.63	4102.71			6
2026.07.10	16:00:08.274	4102.76	4102.84			6
2026.07.10	16:00:08.374	4102.82	4102.90			6
2026.07.10	16:00:08.425	4102.92	4103.01			6
2026.07.10	16:00:08.474	4103.02	4103.10			6
2026.07.10	16:00:08.524	4103.05	4103.13			6
2026.07.10	16:00:08.572	4102.91	4103.15			6
2026.07.10	16:00:08.622	4103.15	4103.23			6
2026.07.10	16:00:08.721	4103.13	4103.21			6
2026.07.10	16:00:08.771	4103.06	4103.14			6
2026.07.10	16:00:08.822	4103.04				2
2026.07.10	16:00:08.872	4103.13	4103.21			6
2026.07.10	16:00:08.975	4103.06	4103.20			6
2026.07.10	16:00:09.025	4103.05	4103.13			6
2026.07.10	16:00:09.077	4102.85	4103.20			6
2026.07.10	16:00:09.123	4103.11	4103.19			6
2026.07.10	16:00:09.274	4102.41	4102.83			6
2026.07.10	16:00:09.322	4102.77	4102.85			6
2026.07.10	16:00:09.377	4102.71	4102.79			6
2026.07.10	16:00:09.425	4102.60	4102.68			6
2026.07.10	16:00:09.474	4102.36	4102.64			6
2026.07.10	16:00:09.522	4102.24	4102.67			6
2026.07.10	16:00:09.575	4102.74	4102.82			6
2026.07.10	16:00:09.623	4102.86	4102.94			6
2026.07.10	16:00:09.675	4103.01	4103.08			6
2026.07.10	16:00:09.724	4102.74	4103.06			6
2026.07.10	16:00:09.776	4103.02	4103.11			6
2026.07.10	16:00:09.824	4102.74	4103.05			6
2026.07.10	16:00:09.874	4102.93	4103.01			6
2026.07.10	16:00:09.927	4103.03	4103.11			6
2026.07.10	16:00:09.944	4103.01				2
2026.07.10	16:00:09.972	4102.75	4103.04			6
2026.07.10	16:00:10.175	4102.71				2
2026.07.10	16:00:10.223	4102.72	4103.03			6
2026.07.10	16:00:10.274	4102.74				2
2026.07.10	16:00:10.374	4102.77				2
2026.07.10	16:00:10.426	4103.02	4103.11			6
2026.07.10	16:00:10.477	4102.71	4103.01			6
2026.07.10	16:00:10.575	4102.69				2
2026.07.10	16:00:10.625	4103.04	4103.12			6
2026.07.10	16:00:10.679	4103.28	4103.36			6
2026.07.10	16:00:10.729	4103.49	4103.57			6
2026.07.10	16:00:10.777	4103.20	4103.47			6
2026.07.10	16:00:10.827	4102.66	4103.03			6
2026.07.10	16:00:10.882	4102.90	4103.21			6
2026.07.10	16:00:10.929	4103.24	4103.37			6
2026.07.10	16:00:11.028	4103.09	4103.25			6
2026.07.10	16:00:11.085	4103.04	4103.12			6
2026.07.10	16:00:11.127	4103.03	4103.11			6
2026.07.10	16:00:11.227	4102.67	4103.00			6
2026.07.10	16:00:11.374	4102.66				2
2026.07.10	16:00:11.477	4102.91	4103.01			6
2026.07.10	16:00:11.526	4102.40	4102.70			6
2026.07.10	16:00:11.576	4102.58	4102.74			6
2026.07.10	16:00:11.582	4102.56				2
2026.07.10	16:00:11.628	4102.73	4102.81			6
2026.07.10	16:00:11.687	4102.60	4102.92			6
2026.07.10	16:00:11.730	4102.59	4102.88			6
2026.07.10	16:00:11.779	4102.68	4102.98			6
2026.07.10	16:00:11.828	4103.03	4103.11			6
2026.07.10	16:00:11.930	4103.17	4103.25			6
2026.07.10	16:00:11.980	4103.13	4103.21			6
2026.07.10	16:00:12.131	4102.69	4103.07			6
2026.07.10	16:00:12.184	4103.23	4103.31			6
2026.07.10	16:00:12.230	4103.22	4103.30			6
2026.07.10	16:00:12.280	4103.33	4103.41			6
2026.07.10	16:00:12.328	4102.82	4103.30			6
2026.07.10	16:00:12.378	4102.79	4103.18			6
2026.07.10	16:00:12.429	4102.69	4103.06			6
2026.07.10	16:00:12.477	4102.63	4102.91			6
2026.07.10	16:00:12.531	4102.60	4102.88			6
2026.07.10	16:00:12.615	4102.59				2
2026.07.10	16:00:12.628	4102.63	4102.94			6
2026.07.10	16:00:12.677	4102.66	4102.95			6
2026.07.10	16:00:12.829		4102.88			4
2026.07.10	16:00:12.878	4102.43	4102.76			6
2026.07.10	16:00:12.977		4102.68			4
2026.07.10	16:00:13.028		4102.71			4
2026.07.10	16:00:13.139	4102.21	4102.44			6
2026.07.10	16:00:13.184	4101.92	4102.27			6
2026.07.10	16:00:13.234	4102.03	4102.45			6
2026.07.10	16:00:13.281		4102.37			4
2026.07.10	16:00:13.331	4102.08				2
2026.07.10	16:00:13.382	4102.07	4102.36			6
2026.07.10	16:00:13.435	4102.03	4102.32			6
2026.07.10	16:00:13.483		4102.33			4
2026.07.10	16:00:13.529	4102.07	4102.37			6
2026.07.10	16:00:13.628	4102.02	4102.31			6
2026.07.10	16:00:13.680	4101.88	4102.18			6
2026.07.10	16:00:13.731	4101.86	4102.17			6
2026.07.10	16:00:13.747		4102.19			4
2026.07.10	16:00:13.747		4102.27			4
2026.07.10	16:00:13.783		4102.14			4
2026.07.10	16:00:13.880	4101.83	4102.12			6
2026.07.10	16:00:13.930	4101.86	4102.18			6
2026.07.10	16:00:14.029		4102.15			4
2026.07.10	16:00:14.133	4101.74	4102.03			6
2026.07.10	16:00:14.182	4101.75	4102.08			6
2026.07.10	16:00:14.230	4101.78	4102.02			6
2026.07.10	16:00:14.328		4102.08			4
2026.07.10	16:00:14.379	4101.85	4102.18			6
2026.07.10	16:00:14.429		4102.20			4
2026.07.10	16:00:14.629	4101.86	4102.13			6
2026.07.10	16:00:14.731		4102.15			4
2026.07.10	16:00:14.832		4102.14			4
2026.07.10	16:00:14.883	4101.82	4102.10			6
2026.07.10	16:00:14.983	4101.86	4102.14			6
2026.07.10	16:00:15.029		4102.11			4
2026.07.10	16:00:15.132	4101.93	4102.17			6
2026.07.10	16:00:15.184	4102.05	4102.26			6
2026.07.10	16:00:15.232	4102.06	4102.31			6
2026.07.10	16:00:15.286	4102.01	4102.27			6
2026.07.10	16:00:15.330	4101.89	4102.19			6
2026.07.10	16:00:15.431		4102.16			4
2026.07.10	16:00:15.480	4101.83	4102.05			6
2026.07.10	16:00:15.534	4101.86	4102.07			6
2026.07.10	16:00:15.581		4102.10			4
2026.07.10	16:00:15.630	4101.79	4102.01			6
2026.07.10	16:00:15.682		4101.98			4
2026.07.10	16:00:15.735	4101.44	4101.69			6
2026.07.10	16:00:15.782		4101.71			4
2026.07.10	16:00:15.786		4101.73			4
2026.07.10	16:00:15.883		4101.67			4
2026.07.10	16:00:15.943		4101.69			4
2026.07.10	16:00:15.985	4101.38	4101.64			6
2026.07.10	16:00:16.038	4101.42	4101.66			6
2026.07.10	16:00:16.083		4101.68			4
2026.07.10	16:00:16.136	4101.52	4101.82			6
2026.07.10	16:00:16.184	4101.56	4101.88			6
2026.07.10	16:00:16.189		4101.90			4
2026.07.10	16:00:16.232		4101.84			4
2026.07.10	16:00:16.282		4101.83			4
2026.07.10	16:00:16.337		4101.85			4
2026.07.10	16:00:16.381	4101.48	4101.75			6
2026.07.10	16:00:16.481	4101.57	4101.82			6
2026.07.10	16:00:16.531	4101.55	4101.83			6
2026.07.10	16:00:16.634	4101.70	4102.09			6
2026.07.10	16:00:16.681	4101.73	4102.03			6
2026.07.10	16:00:16.729		4101.96			4
2026.07.10	16:00:16.733		4101.98			4
2026.07.10	16:00:16.856		4102.00			4
2026.07.10	16:00:16.931		4102.11			4
2026.07.10	16:00:16.981	4101.52	4101.94			6
2026.07.10	16:00:17.031	4101.54	4102.00			6
2026.07.10	16:00:17.084	4101.55	4101.92			6
2026.07.10	16:00:17.136		4101.94			4
2026.07.10	16:00:17.232		4101.90			4
2026.07.10	16:00:17.282		4101.92			4
2026.07.10	16:00:17.330		4101.94			4
2026.07.10	16:00:17.333		4101.97			4
2026.07.10	16:00:17.431	4101.58	4101.94			6
2026.07.10	16:00:17.537	4101.67	4102.05			6
2026.07.10	16:00:17.587	4101.84	4102.09			6
2026.07.10	16:00:17.637	4101.83	4102.06			6
2026.07.10	16:00:17.684	4101.68	4102.01			6
2026.07.10	16:00:17.732	4101.66	4101.95			6
2026.07.10	16:00:17.782		4102.04			4
2026.07.10	16:00:17.834	4101.74	4102.05			6
2026.07.10	16:00:17.865		4102.07			4
2026.07.10	16:00:17.932		4102.06			4
2026.07.10	16:00:17.975		4102.08			4
2026.07.10	16:00:17.981	4101.71				2
2026.07.10	16:00:18.133	4101.67	4101.96			6
2026.07.10	16:00:18.183		4101.98			4
2026.07.10	16:00:18.231		4101.94			4
2026.07.10	16:00:18.284		4102.03			4
2026.07.10	16:00:18.332		4101.99			4
2026.07.10	16:00:18.380	4101.62				2
2026.07.10	16:00:18.432	4101.61				2
2026.07.10	16:00:18.481		4101.96			4
2026.07.10	16:00:18.531	4101.65	4102.02			6
2026.07.10	16:00:18.581	4101.69	4102.04			6
2026.07.10	16:00:18.631	4101.67	4102.06			6
2026.07.10	16:00:18.682	4101.69				2
2026.07.10	16:00:18.700		4102.08			4
2026.07.10	16:00:18.731	4101.65	4101.98			6
2026.07.10	16:00:18.785		4101.96			4
2026.07.10	16:00:18.832		4101.95			4
2026.07.10	16:00:18.881		4101.97			4
2026.07.10	16:00:18.930		4101.99			4
2026.07.10	16:00:18.986	4101.58	4101.96			6
2026.07.10	16:00:19.034	4101.56	4101.94			6
2026.07.10	16:00:19.132	4101.47	4101.88			6
2026.07.10	16:00:19.181	4101.48	4101.87			6
2026.07.10	16:00:19.284	4101.51	4101.83			6
2026.07.10	16:00:19.337		4101.89			4
2026.07.10	16:00:19.381	4101.49	4101.86			6
2026.07.10	16:00:19.480		4101.88			4
2026.07.10	16:00:19.585	4101.45	4101.78			6
2026.07.10	16:00:19.634	4101.54	4101.91			6
2026.07.10	16:00:19.683	4101.67				2
2026.07.10	16:00:19.732	4101.54	4101.89			6
2026.07.10	16:00:19.782		4101.90			4
2026.07.10	16:00:19.950		4101.92			4
2026.07.10	16:00:19.951		4102.04			4
2026.07.10	16:00:19.951		4102.08			4
2026.07.10	16:00:20.134	4101.42	4101.74			6
2026.07.10	16:00:20.190	4101.38	4101.73			6
2026.07.10	16:00:20.239	4101.33	4101.71			6
2026.07.10	16:00:20.288	4101.29	4101.67			6
2026.07.10	16:00:20.340	4101.26	4101.64			6
2026.07.10	16:00:20.390	4101.23	4101.62			6
2026.07.10	16:00:20.486		4101.63			4
2026.07.10	16:00:20.534	4101.31	4101.65			6
2026.07.10	16:00:20.588	4101.45	4101.80			6
2026.07.10	16:00:20.638	4101.46	4101.70			6
2026.07.10	16:00:20.931	4101.33				2
2026.07.10	16:00:21.198	4101.32				2
2026.07.10	16:00:21.235	4101.30	4101.66			6
2026.07.10	16:00:21.284		4101.65			4
2026.07.10	16:00:21.328	4101.28				2
2026.07.10	16:00:21.483	4101.29				2
2026.07.10	16:00:21.632	4101.47	4101.71			6
2026.07.10	16:00:21.679	4101.45				2
2026.07.10	16:00:21.682		4101.87			4
2026.07.10	16:00:21.738	4101.51	4101.95			6
2026.07.10	16:00:21.789	4101.70	4101.98			6
2026.07.10	16:00:21.821	4101.68				2
2026.07.10	16:00:21.836	4101.77	4102.14			6
2026.07.10	16:00:21.885	4101.87	4102.11			6
2026.07.10	16:00:21.934	4101.89	4102.14			6
2026.07.10	16:00:21.982	4101.88	4102.19			6
2026.07.10	16:00:22.020	4101.86				2
2026.07.10	16:00:22.036		4102.10			4
2026.07.10	16:00:22.086	4101.76	4102.11			6
2026.07.10	16:00:22.188	4101.90	4102.14			6
2026.07.10	16:00:22.215	4101.88				2
2026.07.10	16:00:22.236	4101.84	4102.08			6
2026.07.10	16:00:22.286	4101.87	4102.18			6
2026.07.10	16:00:22.385	4101.85				2
2026.07.10	16:00:22.459	4101.83				2
2026.07.10	16:00:22.584	4101.88	4102.12			6
2026.07.10	16:00:22.621	4101.86				2
2026.07.10	16:00:22.634	4101.75	4102.10			6
2026.07.10	16:00:22.684	4101.85	4102.27			6
2026.07.10	16:00:22.783	4101.87	4102.24			6
2026.07.10	16:00:22.895	4101.85				2
2026.07.10	16:00:23.047	4101.76				2
2026.07.10	16:00:23.135	4101.65	4102.01			6
2026.07.10	16:00:23.187	4101.60	4101.99			6
2026.07.10	16:00:23.264	4101.58				2
2026.07.10	16:00:23.391		4102.01			4
2026.07.10	16:00:23.439	4101.56				2
2026.07.10	16:00:23.443	4101.81	4102.05			6
2026.07.10	16:00:23.496	4101.84	4102.19			6
2026.07.10	16:00:23.625	4101.82				2
2026.07.10	16:00:23.690	4101.85				2
2026.07.10	16:00:23.741	4101.84				2
2026.07.10	16:00:24.142	4102.05	4102.38			6
2026.07.10	16:00:24.191	4102.11				2
2026.07.10	16:00:24.241	4102.09				2
2026.07.10	16:00:24.343	4102.07	4102.30			6
2026.07.10	16:00:24.392	4102.06	4102.33			6
2026.07.10	16:00:24.492	4102.08	4102.49			6
2026.07.10	16:00:24.542		4102.39			4
2026.07.10	16:00:24.641	4102.35	4102.72			6
2026.07.10	16:00:24.692	4102.25	4102.50			6
2026.07.10	16:00:24.744	4102.26	4102.54			6
2026.07.10	16:00:24.793	4102.31	4102.55			6
2026.07.10	16:00:24.896	4102.18	4102.54			6
2026.07.10	16:00:24.944	4101.98	4102.42			6
2026.07.10	16:00:25.044	4102.10	4102.34			6
2026.07.10	16:00:25.094	4101.83	4102.25			6
2026.07.10	16:00:25.142	4102.04	4102.29			6
2026.07.10	16:00:25.193	4102.06	4102.30			6
2026.07.10	16:00:25.242	4101.95				2
2026.07.10	16:00:25.292	4101.82	4102.24			6
2026.07.10	16:00:25.341	4101.81				2
2026.07.10	16:00:25.441	4101.97	4102.21			6
2026.07.10	16:00:25.492		4102.23			4
2026.07.10	16:00:25.541	4102.08	4102.33			6
2026.07.10	16:00:25.642	4101.79	4102.24			6
2026.07.10	16:00:25.692	4102.06	4102.31			6
2026.07.10	16:00:25.793	4102.09	4102.35			6
2026.07.10	16:00:25.843	4102.16	4102.51			6
2026.07.10	16:00:25.891	4102.11	4102.36			6
2026.07.10	16:00:25.944	4101.93	4102.23			6
2026.07.10	16:00:25.993	4101.90	4102.25			6
2026.07.10	16:00:26.046	4101.74	4102.14			6
2026.07.10	16:00:26.095	4101.82	4102.07			6
2026.07.10	16:00:26.144	4101.63	4102.02			6
2026.07.10	16:00:26.193	4101.73	4101.97			6
2026.07.10	16:00:26.241	4101.67	4101.91			6
2026.07.10	16:00:26.293	4101.68	4101.92			6
2026.07.10	16:00:26.346	4101.65	4101.90			6
2026.07.10	16:00:26.442	4101.63	4101.87			6
2026.07.10	16:00:26.496	4101.93	4102.30			6
2026.07.10	16:00:26.546	4102.00	4102.56			6
2026.07.10	16:00:26.596	4102.43	4102.87			6
2026.07.10	16:00:26.648	4102.13	4102.55			6
2026.07.10	16:00:26.695	4102.29	4102.70			6
2026.07.10	16:00:26.744	4102.28	4102.52			6
2026.07.10	16:00:26.794	4102.22	4102.46			6
2026.07.10	16:00:26.843	4102.29	4102.54			6
2026.07.10	16:00:26.892	4102.34	4102.69			6
2026.07.10	16:00:26.994	4102.55	4103.05			6
2026.07.10	16:00:27.043	4102.62	4102.98			6
2026.07.10	16:00:27.094	4102.74				2
2026.07.10	16:00:27.143	4102.75	4102.99			6
2026.07.10	16:00:27.241	4102.74	4102.98			6
2026.07.10	16:00:27.295	4102.72	4102.97			6
2026.07.10	16:00:27.344	4102.76	4103.01			6
2026.07.10	16:00:27.395	4102.79	4103.14			6
2026.07.10	16:00:27.645	4102.78	4103.26			6
2026.07.10	16:00:27.696	4102.74	4103.06			6
2026.07.10	16:00:27.745	4102.60	4103.05			6
2026.07.10	16:00:27.945	4102.53	4102.89			6
2026.07.10	16:00:27.994	4102.38	4102.78			6
2026.07.10	16:00:28.144	4102.61	4102.98			6
2026.07.10	16:00:28.594	4102.66	4102.91			6
2026.07.10	16:00:28.644	4102.35	4102.80			6
2026.07.10	16:00:28.693	4102.42	4102.79			6
2026.07.10	16:00:28.945	4102.56	4102.81			6
2026.07.10	16:00:28.996	4102.60	4102.84			6
2026.07.10	16:00:29.046	4102.56	4102.80			6
2026.07.10	16:00:29.094	4102.58	4102.93			6
2026.07.10	16:00:29.150	4102.57	4102.82			6
2026.07.10	16:00:29.194		4102.81			4
2026.07.10	16:00:29.244	4102.53	4102.78			6
2026.07.10	16:00:29.344	4102.55	4102.80			6
2026.07.10	16:00:29.596	4102.45				2
2026.07.10	16:00:29.646	4102.63	4102.87			6
2026.07.10	16:00:29.696	4102.29	4102.72			6
2026.07.10	16:00:29.746	4102.51	4102.76			6
2026.07.10	16:00:29.794	4102.53	4102.88			6
2026.07.10	16:00:29.845		4102.77			4
2026.07.10	16:00:29.897	4102.63	4102.88			6
2026.07.10	16:00:29.947	4102.62	4102.87			6
2026.07.10	16:00:29.997	4102.46	4102.81			6
2026.07.10	16:00:30.046		4102.83			4
2026.07.10	16:00:30.095	4102.51	4102.76			6
2026.07.10	16:00:30.145	4102.43	4102.79			6
2026.07.10	16:00:30.245	4102.57	4102.93			6
2026.07.10	16:00:30.297	4102.72	4102.96			6
2026.07.10	16:00:30.345	4102.69	4103.05			6
2026.07.10	16:00:30.395	4102.65	4102.90			6
2026.07.10	16:00:30.443	4102.70	4102.94			6
2026.07.10	16:00:30.495	4102.83	4103.13			6
2026.07.10	16:00:30.544	4102.82	4103.06			6
2026.07.10	16:00:30.596		4103.07			4
2026.07.10	16:00:30.647	4102.91	4103.26			6
2026.07.10	16:00:30.694		4103.18			4
2026.07.10	16:00:30.796	4102.93				2
2026.07.10	16:00:31.044	4102.76	4103.12			6
2026.07.10	16:00:31.095	4102.66	4103.01			6
2026.07.10	16:00:31.149	4102.78	4103.03			6
2026.07.10	16:00:31.195	4102.84	4103.08			6
2026.07.10	16:00:31.244	4102.82	4103.06			6
2026.07.10	16:00:31.647	4102.90	4103.25			6
2026.07.10	16:00:31.747	4102.91	4103.16			6
2026.07.10	16:00:31.796	4102.93	4103.17			6
2026.07.10	16:00:31.994	4102.90	4103.15			6
2026.07.10	16:00:32.046	4102.92	4103.17			6
2026.07.10	16:00:32.100	4102.95	4103.19			6
2026.07.10	16:00:32.161	4102.93	4103.18			6
2026.07.10	16:00:32.396	4102.71	4103.07			6
2026.07.10	16:00:32.447	4102.66	4103.01			6
2026.07.10	16:00:32.496	4102.75	4103.00			6
2026.07.10	16:00:32.555	4102.77	4103.02			6
2026.07.10	16:00:32.646	4102.81	4103.07			6
2026.07.10	16:00:32.711	4102.79				2
2026.07.10	16:00:32.711	4102.68				2
2026.07.10	16:00:32.712	4102.63				2
2026.07.10	16:00:32.713	4102.60				2
2026.07.10	16:00:32.714	4102.57				2
2026.07.10	16:00:32.945	4102.79	4103.04			6
2026.07.10	16:00:32.997		4103.05			4
2026.07.10	16:00:33.047	4102.80				2
2026.07.10	16:00:33.098	4102.89	4103.23			6
2026.07.10	16:00:33.148	4102.61	4103.06			6
2026.07.10	16:00:33.197	4102.82				2
2026.07.10	16:00:33.347	4102.84	4103.09			6
2026.07.10	16:00:33.401	4102.92	4103.18			6
2026.07.10	16:00:33.699	4102.72	4103.07			6
2026.07.10	16:00:33.798	4102.71	4103.05			6
2026.07.10	16:00:33.849		4103.00			4
2026.07.10	16:00:33.900	4102.56	4102.92			6
2026.07.10	16:00:34.049	4102.75	4102.99			6
2026.07.10	16:00:34.097	4102.79	4103.04			6
2026.07.10	16:00:34.350	4102.60				2
2026.07.10	16:00:34.448	4102.68				2
2026.07.10	16:00:34.501	4102.85	4103.09			6
2026.07.10	16:00:34.554	4103.15	4103.49			6
2026.07.10	16:00:34.601	4103.00	4103.43			6
2026.07.10	16:00:34.652	4102.83	4103.29			6
2026.07.10	16:00:34.700	4103.07	4103.33			6
2026.07.10	16:00:34.753	4102.79	4103.09			6
2026.07.10	16:00:34.803		4103.13			4
2026.07.10	16:00:34.851	4102.83	4103.21			6
2026.07.10	16:00:34.901		4103.08			4
2026.07.10	16:00:34.951	4102.65	4103.06			6
2026.07.10	16:00:34.999	4102.64	4103.00			6
2026.07.10	16:00:35.049	4102.57	4103.04			6
2026.07.10	16:00:35.099	4102.59	4103.06			6
2026.07.10	16:00:35.151	4102.90	4103.19			6
2026.07.10	16:00:35.199	4102.89	4103.14			6
2026.07.10	16:00:35.249		4103.13			4
2026.07.10	16:00:35.301	4102.98	4103.23			6
2026.07.10	16:00:35.350		4103.25			4
2026.07.10	16:00:35.403	4102.80	4103.26			6
2026.07.10	16:00:35.601	4102.90				2
2026.07.10	16:00:35.801		4103.28			4
2026.07.10	16:00:35.851	4103.07	4103.31			6
2026.07.10	16:00:36.002		4103.33			4
2026.07.10	16:00:36.055	4103.16	4103.41			6
2026.07.10	16:00:36.104	4103.01	4103.31			6
2026.07.10	16:00:36.157	4103.09	4103.33			6
2026.07.10	16:00:36.205	4102.93	4103.29			6
2026.07.10	16:00:36.252	4103.00	4103.25			6
2026.07.10	16:00:36.352	4103.02	4103.26			6
2026.07.10	16:00:36.457	4103.00	4103.25			6
2026.07.10	16:00:36.502	4103.02	4103.27			6
2026.07.10	16:00:36.657	4103.10	4103.34			6
2026.07.10	16:00:36.861	4103.12	4103.44			6
2026.07.10	16:00:36.908		4103.37			4
2026.07.10	16:00:36.958	4103.10	4103.35			6
2026.07.10	16:00:37.005	4103.12	4103.37			6
2026.07.10	16:00:37.058	4103.10	4103.40			6
2026.07.10	16:00:37.205		4103.35			4
2026.07.10	16:00:37.303		4103.36			4
2026.07.10	16:00:37.502	4103.14	4103.44			6
2026.07.10	16:00:37.555	4103.12	4103.37			6
2026.07.10	16:00:37.654	4103.27	4103.58			6
2026.07.10	16:00:37.704	4103.29	4103.54			6
2026.07.10	16:00:37.803	4103.24	4103.49			6
2026.07.10	16:00:37.855	4103.27	4103.52			6
2026.07.10	16:00:37.905	4103.29	4103.53			6
2026.07.10	16:00:38.156	4103.31	4103.55			6
2026.07.10	16:00:38.206	4103.33	4103.70			6
2026.07.10	16:00:38.256	4103.30	4103.54			6
2026.07.10	16:00:38.304	4103.31	4103.56			6
2026.07.10	16:00:38.355	4103.29	4103.54			6
2026.07.10	16:00:38.459	4103.31	4103.55			6
2026.07.10	16:00:38.556	4103.29	4103.54			6
2026.07.10	16:00:38.606	4103.22	4103.52			6
2026.07.10	16:00:38.662	4103.07	4103.46			6
2026.07.10	16:00:38.709	4103.16				2
2026.07.10	16:00:39.007	4103.23	4103.48			6
2026.07.10	16:00:39.059	4103.22				2
2026.07.10	16:00:39.158	4103.37	4103.81			6
2026.07.10	16:00:39.208	4103.51	4103.84			6
2026.07.10	16:00:39.257	4103.50				2
2026.07.10	16:00:39.309		4103.76			4
2026.07.10	16:00:39.357	4103.49	4103.73			6
2026.07.10	16:00:39.506	4103.48				2
2026.07.10	16:00:39.559	4103.47	4103.72			6
2026.07.10	16:00:39.607	4103.49	4103.74			6
2026.07.10	16:00:39.656	4103.50	4103.75			6
2026.07.10	16:00:39.710	4103.51				2
2026.07.10	16:00:39.807	4103.52	4103.77			6
2026.07.10	16:00:40.011	4103.46	4103.71			6
2026.07.10	16:00:40.060	4103.44	4103.69			6
2026.07.10	16:00:40.161	4103.34	4103.59			6
2026.07.10	16:00:40.210	4103.32	4103.56			6
2026.07.10	16:00:40.263	4103.30	4103.55			6
2026.07.10	16:00:40.463	4103.27	4103.51			6
2026.07.10	16:00:40.559	4103.29	4103.54			6
2026.07.10	16:00:40.662	4103.39	4103.64			6
2026.07.10	16:00:40.710	4103.41	4103.65			6
2026.07.10	16:00:40.810	4103.42	4103.67			6
2026.07.10	16:00:40.858	4103.45	4103.70			6
2026.07.10	16:00:41.009	4103.21	4103.63			6
2026.07.10	16:00:41.059	4103.40	4103.66			6
2026.07.10	16:00:41.110	4103.45	4103.70			6
2026.07.10	16:00:41.160	4103.56	4103.86			6
2026.07.10	16:00:41.210		4103.87			4
2026.07.10	16:00:41.311	4103.57	4103.82			6
2026.07.10	16:00:41.413	4103.35	4103.79			6
2026.07.10	16:00:41.462	4103.42	4103.77			6
2026.07.10	16:00:41.513	4103.40	4103.70			6
2026.07.10	16:00:41.515		4103.72			4
2026.07.10	16:00:41.560	4103.47	4103.73			6
2026.07.10	16:00:41.910	4103.43	4103.68			6
2026.07.10	16:00:41.966	4103.42	4103.67			6
2026.07.10	16:00:42.061	4103.40	4103.65			6
2026.07.10	16:00:42.265	4103.35	4103.59			6
2026.07.10	16:00:42.313		4103.61			4
2026.07.10	16:00:42.366	4103.26	4103.62			6
2026.07.10	16:00:42.413		4103.64			4
2026.07.10	16:00:42.712	4103.54	4103.82			6
2026.07.10	16:00:42.763	4103.50	4103.75			6
2026.07.10	16:00:42.814	4103.25	4103.54			6
2026.07.10	16:00:42.867	4103.16	4103.56			6
2026.07.10	16:00:42.914	4103.02	4103.34			6
2026.07.10	16:00:42.965	4102.98				2
2026.07.10	16:00:43.012	4103.04	4103.29			6
2026.07.10	16:00:43.161	4102.98	4103.23			6
2026.07.10	16:00:43.211	4102.82	4103.26			6
2026.07.10	16:00:43.267	4103.03	4103.27			6
2026.07.10	16:00:43.311	4103.00	4103.24			6
2026.07.10	16:00:43.561	4102.99				2
2026.07.10	16:00:43.614	4102.91	4103.21			6
2026.07.10	16:00:43.663	4102.70	4103.10			6
2026.07.10	16:00:43.811	4102.76	4103.07			6
2026.07.10	16:00:43.860	4102.61	4103.00			6
2026.07.10	16:00:43.963	4102.74	4102.99			6
2026.07.10	16:00:44.011		4103.00			4
2026.07.10	16:00:44.111	4102.79	4103.10			6
2026.07.10	16:00:44.163		4103.04			4
2026.07.10	16:00:44.262	4102.69	4103.02			6
2026.07.10	16:00:44.315	4102.78				2
2026.07.10	16:00:44.511	4102.77	4103.01			6
2026.07.10	16:00:44.612	4102.75	4103.00			6
2026.07.10	16:00:44.661	4102.65	4103.01			6
2026.07.10	16:00:44.710	4102.77				2
2026.07.10	16:00:44.773		4103.03			4
2026.07.10	16:00:45.118	4102.75	4103.02			6
2026.07.10	16:00:45.166	4102.70	4102.97			6
2026.07.10	16:00:45.219	4102.89	4103.25			6
2026.07.10	16:00:45.265	4102.85	4103.21			6
2026.07.10	16:00:45.314	4102.96				2
2026.07.10	16:00:45.363	4102.83	4103.19			6
2026.07.10	16:00:45.415	4102.96	4103.21			6
2026.07.10	16:00:45.616		4103.23			4
2026.07.10	16:00:45.663	4102.84				2
2026.07.10	16:00:45.719	4102.63	4102.99			6
2026.07.10	16:00:45.792		4103.01			4
2026.07.10	16:00:45.792		4103.09			4
